Name,pitchcenter,scale,C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B
04EsistdasHeiluns,E,major,8.5185,20.3704,0.7407,15.1852,0,11.1111,7.7778,2.963,20.3704,0,10.3704,2.5926
05AnWasserflussen,G,major,19.0594,1.7327,14.604,0.2475,13.3663,12.1287,0.9901,16.8317,0,12.3762,1.7327,6.9307
05AnWasserflussen,G,major,1.7327,14.604,0.2475,13.3663,12.1287,0.9901,16.8317,0,12.3762,1.7327,6.9307,19.0594
05AnWasserflussen,G,major,14.604,0.2475,13.3663,12.1287,0.9901,16.8317,0,12.3762,1.7327,6.9307,19.0594,1.7327
05AnWasserflussen,G,major,0.2475,13.3663,12.1287,0.9901,16.8317,0,12.3762,1.7327,6.9307,19.0594,1.7327,14.604
05AnWasserflussen,G,major,13.3663,12.1287,0.9901,16.8317,0,12.3762,1.7327,6.9307,19.0594,1.7327,14.604,0.2475
05AnWasserflussen,G,major,12.1287,0.9901,16.8317,0,12.3762,1.7327,6.9307,19.0594,1.7327,14.604,0.2475,13.3663
05AnWasserflussen,G,major,0.9901,16.8317,0,12.3762,1.7327,6.9307,19.0594,1.7327,14.604,0.2475,13.3663,12.1287
05AnWasserflussen,G,major,16.8317,0,12.3762,1.7327,6.9307,19.0594,1.7327,14.604,0.2475,13.3663,12.1287,0.9901
05AnWasserflussen,G,major,0,12.3762,1.7327,6.9307,19.0594,1.7327,14.604,0.2475,13.3663,12.1287,0.9901,16.8317
05AnWasserflussen,G,major,12.3762,1.7327,6.9307,19.0594,1.7327,14.604,0.2475,13.3663,12.1287,0.9901,16.8317,0
05AnWasserflussen,G,major,1.7327,6.9307,19.0594,1.7327,14.604,0.2475,13.3663,12.1287,0.9901,16.8317,0,12.3762
05AnWasserflussen,G,major,6.9307,19.0594,1.7327,14.604,0.2475,13.3663,12.1287,0.9901,16.8317,0,12.3762,1.7327
06Christus,F,major,21.6667,0,11.6667,0,15,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333,10
06Christus,F,major,0,11.6667,0,15,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333,10,21.6667
06Christus,F,major,11.6667,0,15,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333,10,21.6667,0
06Christus,F,major,0,15,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333,10,21.6667,0,11.6667
06Christus,F,major,15,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333,10,21.6667,0,11.6667,0
06Christus,F,major,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333,10,21.6667,0,11.6667,0,15
06Christus,F,major,1.6667,21.6667,0.8333,8.3333,0.8333,10,21.6667,0,11.6667,0,15,8.3333
06Christus,F,major,21.6667,0.8333,8.3333,0.8333,10,21.6667,0,11.6667,0,15,8.3333,1.6667
06Christus,F,major,0.8333,8.3333,0.8333,10,21.6667,0,11.6667,0,15,8.3333,1.6667,21.6667
06Christus,F,major,8.3333,0.8333,10,21.6667,0,11.6667,0,15,8.3333,1.6667,21.6667,0.8333
06Christus,F,major,0.8333,10,21.6667,0,11.6667,0,15,8.3333,1.6667,21.6667,0.8333,8.3333
06Christus,F,major,10,21.6667,0,11.6667,0,15,8.3333,1.6667,21.6667,0.8333,8.3333,0.8333
07Nunlob,A,major,18.9448,0.4796,13.4293,0,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729
07Nunlob,A,major,0.4796,13.4293,0,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448
07Nunlob,A,major,13.4293,0,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796
07Nunlob,A,major,0,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293
07Nunlob,A,major,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293,0
07Nunlob,A,major,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293,0,15.8273
07Nunlob,A,major,1.9185,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293,0,15.8273,7.6739
07Nunlob,A,major,17.0264,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293,0,15.8273,7.6739,1.9185
07Nunlob,A,major,1.9185,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293,0,15.8273,7.6739,1.9185,17.0264
07Nunlob,A,major,11.9904,1.9185,8.8729,18.9448,0.4796,13.4293,0,15.8273,7.6739,1.9185,17.0264,1.9185
07Nunlob,A,major,1.9185,8.8729,18.9448,0.4796,13.4293,0,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904
07Nunlob,A,major,8.8729,18.9448,0.4796,13.4293,0,15.8273,7.6739,1.9185,17.0264,1.9185,11.9904,1.9185
08Freueteuch,F,minor,19.5531,0.2793,9.4972,12.5698,2.514,13.1285,0.2793,18.7151,9.7765,0.838,9.2179,3.6313
08Freueteuch,F,minor,0.2793,9.4972,12.5698,2.514,13.1285,0.2793,18.7151,9.7765,0.838,9.2179,3.6313,19.5531
08Freueteuch,F,minor,9.4972,12.5698,2.514,13.1285,0.2793,18.7151,9.7765,0.838,9.2179,3.6313,19.5531,0.2793
08Freueteuch,F,minor,12.5698,2.514,13.1285,0.2793,18.7151,9.7765,0.838,9.2179,3.6313,19.5531,0.2793,9.4972
08Freueteuch,F,minor,2.514,13.1285,0.2793,18.7151,9.7765,0.838,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698
08Freueteuch,F,minor,13.1285,0.2793,18.7151,9.7765,0.838,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698,2.514
08Freueteuch,F,minor,0.2793,18.7151,9.7765,0.838,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698,2.514,13.1285
08Freueteuch,F,minor,18.7151,9.7765,0.838,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698,2.514,13.1285,0.2793
08Freueteuch,F,minor,9.7765,0.838,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698,2.514,13.1285,0.2793,18.7151
08Freueteuch,F,minor,0.838,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698,2.514,13.1285,0.2793,18.7151,9.7765
08Freueteuch,F,minor,9.2179,3.6313,19.5531,0.2793,9.4972,12.5698,2.514,13.1285,0.2793,18.7151,9.7765,0.838
08Freueteuch,F,minor,3.6313,19.5531,0.2793,9.4972,12.5698,2.514,13.1285,0.2793,18.7151,9.7765,0.838,9.2179
09Ermuntredich,G,major,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611,0,11.215
09Ermuntredich,G,major,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611,0,11.215,14.6417
09Ermuntredich,G,major,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611,0,11.215,14.6417,1.2461
09Ermuntredich,G,major,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611,0,11.215,14.6417,1.2461,15.8879
09Ermuntredich,G,major,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611,0,11.215,14.6417,1.2461,15.8879,0.3115
09Ermuntredich,G,major,9.0343,2.4922,16.1994,1.5576,12.4611,0,11.215,14.6417,1.2461,15.8879,0.3115,14.9533
09Ermuntredich,G,major,2.4922,16.1994,1.5576,12.4611,0,11.215,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343
09Ermuntredich,G,major,16.1994,1.5576,12.4611,0,11.215,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922
09Ermuntredich,G,major,1.5576,12.4611,0,11.215,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994
09Ermuntredich,G,major,12.4611,0,11.215,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576
09Ermuntredich,G,major,0,11.215,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611
09Ermuntredich,G,major,11.215,14.6417,1.2461,15.8879,0.3115,14.9533,9.0343,2.4922,16.1994,1.5576,12.4611,0
10AustieferNot,A,minor,15.3543,0.3937,15.3543,15.3543,0,10.6299,0,18.1102,5.9055,2.7559,10.6299,5.5118
10AustieferNot,A,minor,0.3937,15.3543,15.3543,0,10.6299,0,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543
10AustieferNot,A,minor,15.3543,15.3543,0,10.6299,0,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937
10AustieferNot,A,minor,15.3543,0,10.6299,0,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543
10AustieferNot,A,minor,0,10.6299,0,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543
10AustieferNot,A,minor,10.6299,0,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543,0
10AustieferNot,A,minor,0,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543,0,10.6299
10AustieferNot,A,minor,18.1102,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543,0,10.6299,0
10AustieferNot,A,minor,5.9055,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543,0,10.6299,0,18.1102
10AustieferNot,A,minor,2.7559,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543,0,10.6299,0,18.1102,5.9055
10AustieferNot,A,minor,10.6299,5.5118,15.3543,0.3937,15.3543,15.3543,0,10.6299,0,18.1102,5.9055,2.7559
10AustieferNot,A,minor,5.5118,15.3543,0.3937,15.3543,15.3543,0,10.6299,0,18.1102,5.9055,2.7559,10.6299
11Jesu,C,major,15,0.9259,12.5926,0.1852,12.963,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185
11Jesu,C,major,0.9259,12.5926,0.1852,12.963,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185,15
11Jesu,C,major,12.5926,0.1852,12.963,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185,15,0.9259
11Jesu,C,major,0.1852,12.963,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185,15,0.9259,12.5926
11Jesu,C,major,12.963,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185,15,0.9259,12.5926,0.1852
11Jesu,C,major,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185,15,0.9259,12.5926,0.1852,12.963
11Jesu,C,major,2.2222,21.8519,0.3704,11.8519,3.1481,8.5185,15,0.9259,12.5926,0.1852,12.963,10.3704
11Jesu,C,major,21.8519,0.3704,11.8519,3.1481,8.5185,15,0.9259,12.5926,0.1852,12.963,10.3704,2.2222
11Jesu,C,major,0.3704,11.8519,3.1481,8.5185,15,0.9259,12.5926,0.1852,12.963,10.3704,2.2222,21.8519
11Jesu,C,major,11.8519,3.1481,8.5185,15,0.9259,12.5926,0.1852,12.963,10.3704,2.2222,21.8519,0.3704
11Jesu,C,major,3.1481,8.5185,15,0.9259,12.5926,0.1852,12.963,10.3704,2.2222,21.8519,0.3704,11.8519
11Jesu,C,major,8.5185,15,0.9259,12.5926,0.1852,12.963,10.3704,2.2222,21.8519,0.3704,11.8519,3.1481
12PuerNatusinBet,A,minor,15.6463,0,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211
12PuerNatusinBet,A,minor,0,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463
12PuerNatusinBet,A,minor,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463,0
12PuerNatusinBet,A,minor,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463,0,10.2041
12PuerNatusinBet,A,minor,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463,0,10.2041,15.6463
12PuerNatusinBet,A,minor,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463,0,10.2041,15.6463,1.3605
12PuerNatusinBet,A,minor,1.3605,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463,0,10.2041,15.6463,1.3605,12.9252
12PuerNatusinBet,A,minor,16.3265,5.4422,5.4422,12.9252,2.7211,15.6463,0,10.2041,15.6463,1.3605,12.9252,1.3605
12PuerNatusinBet,A,minor,5.4422,5.4422,12.9252,2.7211,15.6463,0,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265
12PuerNatusinBet,A,minor,5.4422,12.9252,2.7211,15.6463,0,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422
12PuerNatusinBet,A,minor,12.9252,2.7211,15.6463,0,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422
12PuerNatusinBet,A,minor,2.7211,15.6463,0,10.2041,15.6463,1.3605,12.9252,1.3605,16.3265,5.4422,5.4422,12.9252
13Alleinzudir,A,minor,17.4334,0,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111,1.937,11.6223,2.6634
13Alleinzudir,A,minor,0,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111,1.937,11.6223,2.6634,17.4334
13Alleinzudir,A,minor,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111,1.937,11.6223,2.6634,17.4334,0
13Alleinzudir,A,minor,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111,1.937,11.6223,2.6634,17.4334,0,11.3801
13Alleinzudir,A,minor,1.4528,13.8015,0.2421,18.6441,5.8111,1.937,11.6223,2.6634,17.4334,0,11.3801,15.0121
13Alleinzudir,A,minor,13.8015,0.2421,18.6441,5.8111,1.937,11.6223,2.6634,17.4334,0,11.3801,15.0121,1.4528
13Alleinzudir,A,minor,0.2421,18.6441,5.8111,1.937,11.6223,2.6634,17.4334,0,11.3801,15.0121,1.4528,13.8015
13Alleinzudir,A,minor,18.6441,5.8111,1.937,11.6223,2.6634,17.4334,0,11.3801,15.0121,1.4528,13.8015,0.2421
13Alleinzudir,A,minor,5.8111,1.937,11.6223,2.6634,17.4334,0,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441
13Alleinzudir,A,minor,1.937,11.6223,2.6634,17.4334,0,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111
13Alleinzudir,A,minor,11.6223,2.6634,17.4334,0,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111,1.937
13Alleinzudir,A,minor,2.6634,17.4334,0,11.3801,15.0121,1.4528,13.8015,0.2421,18.6441,5.8111,1.937,11.6223
14OHerreGott,G,major,17.1429,0,11.746,0,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111,0,11.4286
14OHerreGott,G,major,0,11.746,0,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111,0,11.4286,17.1429
14OHerreGott,G,major,11.746,0,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111,0,11.4286,17.1429,0
14OHerreGott,G,major,0,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111,0,11.4286,17.1429,0,11.746
14OHerreGott,G,major,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111,0,11.4286,17.1429,0,11.746,0
14OHerreGott,G,major,9.5238,1.9048,19.6825,0.3175,11.1111,0,11.4286,17.1429,0,11.746,0,17.1429
14OHerreGott,G,major,1.9048,19.6825,0.3175,11.1111,0,11.4286,17.1429,0,11.746,0,17.1429,9.5238
14OHerreGott,G,major,19.6825,0.3175,11.1111,0,11.4286,17.1429,0,11.746,0,17.1429,9.5238,1.9048
14OHerreGott,G,major,0.3175,11.1111,0,11.4286,17.1429,0,11.746,0,17.1429,9.5238,1.9048,19.6825
14OHerreGott,G,major,11.1111,0,11.4286,17.1429,0,11.746,0,17.1429,9.5238,1.9048,19.6825,0.3175
14OHerreGott,G,major,0,11.4286,17.1429,0,11.746,0,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111
14OHerreGott,G,major,11.4286,17.1429,0,11.746,0,17.1429,9.5238,1.9048,19.6825,0.3175,11.1111,0
15ChristlaginTode,D,minor,19.0476,0,13.6508,12.381,1.2698,6.6667,3.1746,20.9524,4.127,4.127,9.2063,5.3968
15ChristlaginTode,D,minor,0,13.6508,12.381,1.2698,6.6667,3.1746,20.9524,4.127,4.127,9.2063,5.3968,19.0476
15ChristlaginTode,D,minor,13.6508,12.381,1.2698,6.6667,3.1746,20.9524,4.127,4.127,9.2063,5.3968,19.0476,0
15ChristlaginTode,D,minor,12.381,1.2698,6.6667,3.1746,20.9524,4.127,4.127,9.2063,5.3968,19.0476,0,13.6508
15ChristlaginTode,D,minor,1.2698,6.6667,3.1746,20.9524,4.127,4.127,9.2063,5.3968,19.0476,0,13.6508,12.381
15ChristlaginTode,D,minor,6.6667,3.1746,20.9524,4.127,4.127,9.2063,5.3968,19.0476,0,13.6508,12.381,1.2698
15ChristlaginTode,D,minor,3.1746,20.9524,4.127,4.127,9.2063,5.3968,19.0476,0,13.6508,12.381,1.2698,6.6667
15ChristlaginTode,D,minor,20.9524,4.127,4.127,9.2063,5.3968,19.0476,0,13.6508,12.381,1.2698,6.6667,3.1746
15ChristlaginTode,D,minor,4.127,4.127,9.2063,5.3968,19.0476,0,13.6508,12.381,1.2698,6.6667,3.1746,20.9524
15ChristlaginTode,D,minor,4.127,9.2063,5.3968,19.0476,0,13.6508,12.381,1.2698,6.6667,3.1746,20.9524,4.127
15ChristlaginTode,D,minor,9.2063,5.3968,19.0476,0,13.6508,12.381,1.2698,6.6667,3.1746,20.9524,4.127,4.127
15ChristlaginTode,D,minor,5.3968,19.0476,0,13.6508,12.381,1.2698,6.6667,3.1746,20.9524,4.127,4.127,9.2063
invent1,C,major,14.2251,0.8493,15.0743,0,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985,11.465
invent1,C,major,0.8493,15.0743,0,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985,11.465,14.2251
invent1,C,major,15.0743,0,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985,11.465,14.2251,0.8493
invent1,C,major,0,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985,11.465,14.2251,0.8493,15.0743
invent1,C,major,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985,11.465,14.2251,0.8493,15.0743,0
invent1,C,major,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985,11.465,14.2251,0.8493,15.0743,0,14.6497
invent1,C,major,3.1847,14.0127,1.4862,13.3758,1.6985,11.465,14.2251,0.8493,15.0743,0,14.6497,9.9788
invent1,C,major,14.0127,1.4862,13.3758,1.6985,11.465,14.2251,0.8493,15.0743,0,14.6497,9.9788,3.1847
invent1,C,major,1.4862,13.3758,1.6985,11.465,14.2251,0.8493,15.0743,0,14.6497,9.9788,3.1847,14.0127
invent1,C,major,13.3758,1.6985,11.465,14.2251,0.8493,15.0743,0,14.6497,9.9788,3.1847,14.0127,1.4862
invent1,C,major,1.6985,11.465,14.2251,0.8493,15.0743,0,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758
invent1,C,major,11.465,14.2251,0.8493,15.0743,0,14.6497,9.9788,3.1847,14.0127,1.4862,13.3758,1.6985
invent2,C,minor,14.6589,0,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319
invent2,C,minor,0,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589
invent2,C,minor,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589,0
invent2,C,minor,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589,0,15.9652
invent2,C,minor,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589,0,15.9652,13.7881
invent2,C,minor,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589,0,15.9652,13.7881,0.2903
invent2,C,minor,1.4514,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589,0,15.9652,13.7881,0.2903,13.2075
invent2,C,minor,14.0784,5.9507,6.8215,11.7562,2.0319,14.6589,0,15.9652,13.7881,0.2903,13.2075,1.4514
invent2,C,minor,5.9507,6.8215,11.7562,2.0319,14.6589,0,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784
invent2,C,minor,6.8215,11.7562,2.0319,14.6589,0,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507
invent2,C,minor,11.7562,2.0319,14.6589,0,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215
invent2,C,minor,2.0319,14.6589,0,15.9652,13.7881,0.2903,13.2075,1.4514,14.0784,5.9507,6.8215,11.7562
invent3,D,major,17.7481,0.3817,15.2672,0,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588
invent3,D,major,0.3817,15.2672,0,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481
invent3,D,major,15.2672,0,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817
invent3,D,major,0,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672
invent3,D,major,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672,0
invent3,D,major,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672,0,13.9313
invent3,D,major,3.2443,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672,0,13.9313,7.8244
invent3,D,major,13.9313,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672,0,13.9313,7.8244,3.2443
invent3,D,major,1.5267,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672,0,13.9313,7.8244,3.2443,13.9313
invent3,D,major,12.5954,0.1908,13.3588,17.7481,0.3817,15.2672,0,13.9313,7.8244,3.2443,13.9313,1.5267
invent3,D,major,0.1908,13.3588,17.7481,0.3817,15.2672,0,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954
invent3,D,major,13.3588,17.7481,0.3817,15.2672,0,13.9313,7.8244,3.2443,13.9313,1.5267,12.5954,0.1908
invent4,D,minor,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941
invent4,D,minor,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171
invent4,D,minor,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683
invent4,D,minor,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904
invent4,D,minor,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855
invent4,D,minor,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416
invent4,D,minor,1.8416,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289
invent4,D,minor,13.4438,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416
invent4,D,minor,8.1031,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438
invent4,D,minor,3.1308,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031
invent4,D,minor,12.1547,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308
invent4,D,minor,2.3941,14.9171,0.3683,16.3904,15.2855,1.8416,10.1289,1.8416,13.4438,8.1031,3.1308,12.1547
invent5,D#/Eb,major,13.7107,2.2642,13.8365,0,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057,8.805
invent5,D#/Eb,major,2.2642,13.8365,0,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057,8.805,13.7107
invent5,D#/Eb,major,13.8365,0,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057,8.805,13.7107,2.2642
invent5,D#/Eb,major,0,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057,8.805,13.7107,2.2642,13.8365
invent5,D#/Eb,major,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057,8.805,13.7107,2.2642,13.8365,0
invent5,D#/Eb,major,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057,8.805,13.7107,2.2642,13.8365,0,13.3333
invent5,D#/Eb,major,3.1447,13.2075,0.5031,14.0881,4.9057,8.805,13.7107,2.2642,13.8365,0,13.3333,12.2013
invent5,D#/Eb,major,13.2075,0.5031,14.0881,4.9057,8.805,13.7107,2.2642,13.8365,0,13.3333,12.2013,3.1447
invent5,D#/Eb,major,0.5031,14.0881,4.9057,8.805,13.7107,2.2642,13.8365,0,13.3333,12.2013,3.1447,13.2075
invent5,D#/Eb,major,14.0881,4.9057,8.805,13.7107,2.2642,13.8365,0,13.3333,12.2013,3.1447,13.2075,0.5031
invent5,D#/Eb,major,4.9057,8.805,13.7107,2.2642,13.8365,0,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881
invent5,D#/Eb,major,8.805,13.7107,2.2642,13.8365,0,13.3333,12.2013,3.1447,13.2075,0.5031,14.0881,4.9057
invent6,E,major,14.0768,0.3656,9.872,2.011,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252
invent6,E,major,0.3656,9.872,2.011,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768
invent6,E,major,9.872,2.011,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656
invent6,E,major,2.011,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656,9.872
invent6,E,major,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656,9.872,2.011
invent6,E,major,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656,9.872,2.011,15.3565
invent6,E,major,6.3985,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656,9.872,2.011,15.3565,7.4954
invent6,E,major,16.6362,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656,9.872,2.011,15.3565,7.4954,6.3985
invent6,E,major,0.3656,11.3346,1.4625,14.6252,14.0768,0.3656,9.872,2.011,15.3565,7.4954,6.3985,16.6362
invent6,E,major,11.3346,1.4625,14.6252,14.0768,0.3656,9.872,2.011,15.3565,7.4954,6.3985,16.6362,0.3656
invent6,E,major,1.4625,14.6252,14.0768,0.3656,9.872,2.011,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346
invent6,E,major,14.6252,14.0768,0.3656,9.872,2.011,15.3565,7.4954,6.3985,16.6362,0.3656,11.3346,1.4625
invent7,E,minor,16.6403,0,12.6783,12.9952,0.317,9.0333,0.6339,17.5911,11.0935,3.3281,11.8859,3.8035
invent7,E,minor,0,12.6783,12.9952,0.317,9.0333,0.6339,17.5911,11.0935,3.3281,11.8859,3.8035,16.6403
